id,risk,category,keys
50898,1+,3,j0048058 cgen050p eiss cp1d datasets segment max has 04 05
50899,1+,3,j0048058 cgen245p 24 eiss cp1d max segment datasets has 04
50900,1+,3,j0048058 cgen263p 22 eiss cp1d segment max datasets has 04
50901,1+,5,j0141796 dedph131 cp3c 43 24 06 waiting ief099i sets job
50902,10+,4,33 37234 队列 bqbancbgls0 bglhashb 20000 关注 加强 变化 深度
50903,1+,7,s0044205 extents sys0 mlib parmlib bsoextpdss0 exts set cp2c cp2d
50904,1+,5,sortjcl j0071604 27 15 cp1a sets ief099i waiting job data
50905,1+,3,j0089748 tssafe 21 15 cp1e max datasets segment 02 has
50906,1+,3,j0089748 tsspyo 15 cp1e max datasets segment 02 has bancs
50907,1+,3,j0089748 tslmvu 15 cp1e max segment datasets 02 has bancs
50908,1+,1,j0089748 243 70 48 13 tsgect cp1e part inuse partition
50909,1+,1,j0089748 251 80 49 13 tsgect cp1e inuse part partition
50910,1+,1,j0089748 252 70 49 13 tsgect cp1e part inuse partition
50911,1+,1,j0089748 74 159 48 13 tsgect cp1e part inuse partition
50912,1+,1,j0089748 73 126 48 13 tsgect cp1e part inuse partition
50913,1+,1,j0089748 78 98 47 13 tsgect cp1e part inuse partition
50914,1+,1,j0089748 87 70 47 13 tsgect cp1e part inuse partition
50915,1+,5,j0089835 na100009 cp1e ief099i sets waiting job data for 01
50916,1+,3,j0089702 cgen246p 21 eiss cp1e 10 datasets segment max has
50917,1+,3,j0089702 cgen245p 24 eiss cp1e 10 datasets segment max has
50918,1+,3,j0089702 cgen050p eiss cp1e 10 datasets segment max has 04
50919,1+,3,j0089702 cgen263p 22 eiss cp1e 10 segment max datasets has
50920,1+,5,j0106577 g01s506b 50 55 cp1f 00 sets waiting ief099i job
50921,10+,4,previous the 00 gbp16k1 d553116c7962000000 s0126467 dp11 dec exist dsnb356i
50922,10+,4,ss160001 d5530ff5cb15 164345 s0129624 dp21 dp21appl utility luwid uncommitted ur
50923,1+,7,c404144i a4418 bba s0037766 tp2c b4 etqd2041 et prdc64r lveq
50924,1+,5,j0109681 p1zosdl 23 49 cp1c ief099i sets waiting job data
50925,10+,4,previous the d5531b003f6f000000 gbp32 s0126467 dp11 dec dsnb356i exist page
50926,1+,5,j0075432 tmz60000 cp2a 42 22 ief099i sets waiting job data
50927,1+,5,j0011444 smfmrgci cp3b ief099i sets waiting job data 04 for
50928,1+,5,j0106701 smfmrgci cp1e sets waiting ief099i job data 04 for
50929,1+,5,dedpl1u4 j0010951 cp3c 33 ief099i waiting sets job data 03
50930,1+,5,j0106629 c4card00 cp2b 49 59 02 ief099i waiting sets job
50931,1+,5,j0112826 p1cicsdl 15 40 cp1e 02 waiting ief099i sets job
50932,1+,5,j0017624 02 rmfrptd3 cp3b 15 ief099i waiting sets job data
50933,1+,5,dedplk23 j0016636 cp3b 22 02 sets waiting ief099i job data
50934,1+,5,j0124675 a01s766b 26 cp1f 02 ief099i sets waiting job data
50935,1+,5,j0124473 axbkout 27 13 cp1d sets ief099i waiting job data
50936,1+,3,j0124214 tssafe 08 06 cp1e segment datasets max has bancs
50937,1+,3,j0124214 tslmvu 08 06 cp1e segment datasets max has bancs
50938,1+,3,j0124214 tsspyo 08 06 cp1e datasets max segment has bancs
50939,1+,1,j0124214 252 70 23 06 tsgect cp1e inuse part partition
50940,1+,1,j0124214 74 159 06 tsgect cp1e inuse part partition bancs
50941,1+,1,j0124214 73 126 06 tsgect cp1e part inuse partition bancs
50942,1+,1,j0124214 251 80 22 06 tsgect cp1e part inuse partition
50943,1+,1,j0124214 78 98 06 tsgect cp1e inuse part partition bancs
50944,1+,1,j0124214 87 70 19 06 tsgect cp1e part inuse partition
50945,10+,1,fk1623 fs7 already scratched pool02 j0124214 dd1 tapelibprodhsh volume 243
50946,1+,3,j0124265 cgen050p eiss cp1f datasets segment max has 04 05
50947,1+,3,j0124265 cgen263p 22 eiss cp1f segment max datasets has 04
50948,1+,3,j0124265 cgen246p eiss cp1f datasets segment max has 04 05
50949,1+,3,j0124265 cgen245p 24 eiss cp1f segment datasets max has 04
50950,1+,5,j0055554 dedph131 cp3d 51 46 06 sets waiting ief099i job
50951,1+,5,g02sd28b j0125955 48 28 cp1f 07 waiting sets ief099i job
50952,1+,5,j0073644 dedprs31 cp3c 26 08 06 ief099i waiting sets job
50953,1+,7,s0044205 extents sys0 parmlib bsoextpdss0 exts mlib set cp2c 26
50954,1+,5,db2016n j0134929 58 19 cp1c 10 waiting sets ief099i job
50955,10+,4,d5539528d162 17668 tf003302 pl s0129624 dp21appl dp21 batch luwid dsnrpbcw
50956,10+,4,d553aba9af44 29601 ns200008 dp81appl s0129637 dp81 utility luwid uncommitted dsnrpbcw
50957,1+,3,j0169240 tssafe 21 22 15 cp1f segment datasets max has
50958,1+,3,j0169240 tsspyo 22 15 cp1f segment max datasets has bancs
50959,1+,3,j0169240 tslmvu 22 15 cp1f segment max datasets has bancs
50960,1+,1,j0169240 74 126 tsgect cp1f 14 part inuse partition bancs
50961,1+,1,j0169240 87 70 tsgect cp1f 14 part inuse partition 04
50962,1+,1,j0169240 78 98 tsgect cp1f 14 inuse part partition bancs
50963,1+,1,j0169240 71 252 tsgect cp1f 14 07 inuse part partition
50964,1+,1,j0169240 243 70 06 tsgect cp1f 14 inuse part partition
50965,1+,5,j0169311 na100006 23 cp1e sets waiting ief099i job data for
50966,1+,3,j0169198 cgen050p eiss cp1e datasets segment max has 04 ts
50967,1+,3,j0169198 cgen245p 24 eiss cp1e datasets segment max has 04
50968,1+,3,j0169198 cgen246p 21 eiss cp1e datasets segment max has 04
50969,1+,3,j0169198 cgen263p 22 eiss cp1e segment max datasets has 04
50970,1+,5,j0181206 g01s663b 23 38 34 cp1c waiting ief099i sets job
50971,1+,5,j0186364 g01s506b 57 13 cp1d 00 sets ief099i waiting job
50972,1+,5,j0182226 sa040000 38 34 cp1c 00 sets waiting ief099i job
50973,10+,4,structure in logrecstructure d3c53696 bcc2c2 f18b86e4 usage monitoring threshold above
50974,1+,5,j0187409 p1zosdl 41 44 cp1c ief099i sets waiting job data
50975,1+,5,j0144652 tmz60000 cp2a 30 10 sets ief099i waiting job data
50976,1+,7,db3 uuc20074 upc20074 jnal splice a5 prddedpr dataset interval ios080i
50977,1+,5,j0124765 smfmrgci cp3b ief099i sets waiting job data 04 for
50978,100+,4,8001 fe000000 ef13 p1179b serious 11800080 179 dasd 00000600 c582
50979,1+,7,cb 17 xcfas fb interval ios080i exceeded an request been
50980,1+,7,d2 17 xcfas fb ios080i exceeded interval an request been
50981,1+,7,cb 17 xcfas fb interval ios080i exceeded an request been
50982,1+,7,17 xcfas fb ios080i exceeded interval an request been timeout
50983,1+,7,17 xcfas fb ios080i exceeded interval an request been timeout
50984,1+,5,j0131034 02 rmfrptd3 cp3b 15 waiting ief099i sets job data
50985,1+,5,j0194583 p1cicsdl 22 06 cp1e 02 waiting ief099i sets job
50986,1+,7,c4042221 a2201 e1 etqd2042 02 et prdc64r lveq dataset interval
50987,1+,5,j0002111 g0fsp008 46 28 cp1d ief099i sets waiting job data
50988,10+,4,previous the d55476c93688000000 gbp30 s0126467 dp11 dec exist dsnb356i level
50989,100+,4,j0001953 1019734 qdepth exceeds alarm xmitq1 now qps2 depth qm93
50990,10+,4,s0129628 dp31 gbp32k1 dsnb319a dsnb1cne there shortage space pool buffer
50991,10+,4,qps2 1077959 1000000 bqrepxdeps0 xmitq1 s0129913 namedqueue currentdepth depth qm93
50992,1+,5,j0004986 a01s766b 22 40 cp1e sets waiting ief099i job data
50993,1+,5,j0004798 axbkout 30 cp1e ief099i sets waiting job data for
50994,1+,3,j0004612 05 tslmvu 28 cp1f datasets segment max has bancs
50995,1+,3,j0004612 tssafe 05 28 cp1f datasets segment max has bancs
50996,1+,3,j0004612 05 tsspyo 28 cp1f max datasets segment has bancs
50997,1+,1,j0004612 243 70 15 tsgect cp1f inuse part partition 04
50998,1+,1,j0004612 71 252 16 tsgect cp1f part inuse partition 04
50999,1+,1,j0004612 251 80 16 tsgect cp1f inuse part partition 04
51000,1+,1,j0004612 75 159 15 tsgect cp1f inuse part partition 04
51001,1+,1,j0004612 74 126 tsgect cp1f 14 inuse part partition 04
51002,1+,1,j0004612 78 98 tsgect cp1f 14 part inuse partition 04
51003,1+,1,j0004612 87 70 13 tsgect cp1f part inuse partition 04
51004,1+,3,j0004670 cgen263p 22 eiss cp1d segment max datasets has 04
51005,1+,3,j0004670 cgen050p eiss cp1d max datasets segment has 04 05
51006,1+,3,j0004670 cgen246p eiss cp1d segment datasets max has 04 05
51007,1+,3,j0004670 cgen245p 24 eiss cp1d segment datasets max has 04
51008,1+,7,s0044205 extents sys0 parmlib bsoextpdss0 exts mlib set cp2c 26
51009,1000+,4,c581 a560af60 e011760d 5659 1176 50561 af60 c8f31 05104200 11500016
51010,10+,4,d554ed8dfcef 140377 s0129628 ns200023 dp31appl dp31 utility luwid warning dsnr035i
51011,1+,5,j0056996 na100006 cp1f 10 ief099i sets waiting job data for
51012,1+,3,j0056847 tssafe 21 34 cp1f 14 max datasets segment has
51013,1+,3,j0056847 tsspyo 34 cp1f 14 segment max datasets has bancs
51014,1+,3,j0056847 tslmvu 34 cp1f 14 segment max datasets has bancs
51015,1+,1,j0056847 71 252 26 13 tsgect cp1f part inuse partition
51016,1+,1,j0056847 75 159 13 tsgect cp1f inuse part partition bancs
51017,1+,1,j0056847 243 70 13 tsgect cp1f part inuse partition bancs
51018,1+,1,j0056847 251 80 13 tsgect cp1f inuse part partition bancs
51019,1+,1,j0056847 79 98 24 13 tsgect cp1f inuse part partition
51020,1+,1,j0056847 71 87 23 13 tsgect cp1f inuse part partition
51021,1+,1,j0056847 74 126 24 13 tsgect cp1f part inuse partition
51022,1+,3,j0056803 cgen050p eiss 10 cp1d segment max datasets has 04
51023,1+,3,j0056803 cgen263p 22 eiss 10 cp1d segment max datasets has
51024,1+,3,j0056803 cgen246p 21 eiss 10 cp1d max segment datasets has
51025,1+,3,j0056803 cgen245p 24 eiss 10 cp1d segment max datasets has
51026,1+,5,j0060191 g01s663b 43 22 44 cp1d sets waiting ief099i job
51027,1+,5,j0030593 dedpph31 cp3a 43 18 00 sets waiting ief099i job
51028,10+,4,ab s0065864 ios003a intervention required cp2d 24 40 00 03
51029,10+,4,aa s0065864 intervention required ios003a cp2d 24 40 00 02
51030,10+,4,e13 s0065864 intervention ios003a required cp2d 40 00 01 j0063750
51031,10+,4,e14 s0065864 intervention ios003a required cp2d 40 00 01 j0063750
51032,10+,4,aa s0065864 intervention required ios003a cp2d 24 40 00 02
51033,1+,5,j0069416 g01s506b 35 47 cp1d 00 ief099i waiting sets job
51034,10+,4,previous the 00 d5558ef09a06000000 s0126467 dp11 dec exist dsnb356i dsnb5sco
51035,1+,5,j0069261 g01s023b 44 cp1c 07 00 sets waiting ief099i job
51036,1+,5,j0069928 p1zosdl 35 cp1c ief099i sets waiting job data for
51037,10+,4,qps2 1023564 1000000 bqrepxdeps0 xmitq1 s0129913 namedqueue currentdepth depth qm93
51038,1+,5,j0070200 sa060000 50 cp1f 07 02 ief099i sets waiting job
51039,10+,4,geo171w controlling stc07526 cpkca cpkc cpkd 59 14 not 03
51040,1+,2,125 s0048551 cp3a cp3d 58 59 destinationipaddr routestatus bnroutacts0 03
51041,1+,2,125 s0048551 cp3a cp3d 58 59 destinationipaddr routestatus bnroutacts0 03
51042,1+,2,cp3a 125 s0048551 58 59 routestatus destinationipaddr bnroutacts0 03 tcpip
51043,1+,2,125 s0048551 cp3a cp3c 58 59 destinationipaddr routestatus bnroutacts0 03
51044,1+,2,cp3a 125 s0048551 58 59 routestatus destinationipaddr bnroutacts0 03 tcpip
51045,1+,2,125 s0048551 cp3a cp3b 58 59 routestatus bnroutacts0 destinationipaddr 03
51046,1+,2,125 s0048551 cp3a cp3b 58 59 routestatus bnroutacts0 destinationipaddr 03
51047,1+,2,125 s0048551 cp3a cp3c 58 59 destinationipaddr routestatus bnroutacts0 03
51048,1+,2,s0129909 58 cp1d cp1a routestatus destinationipaddr bnroutacts0 03 tcpip cri
51049,1+,2,s0129909 58 cp1c cp1a routestatus destinationipaddr bnroutacts0 03 tcpip cri
51050,1+,2,s0129909 58 cp1e cp1a routestatus destinationipaddr bnroutacts0 03 tcpip cri
51051,1+,2,s0129909 58 cp1c cp1a routestatus destinationipaddr bnroutacts0 03 tcpip cri
51052,1+,2,cp1a s0129909 58 routestatus bnroutacts0 destinationipaddr 03 tcpip cri system
51053,1+,2,s0129909 58 cp1f cp1a routestatus destinationipaddr bnroutacts0 03 tcpip cri
51054,1+,2,cp1b s0129909 routestatus destinationipaddr system active 11 32 58 cp1a
51055,1+,2,s0129909 58 cp1d cp1a routestatus destinationipaddr bnroutacts0 03 tcpip cri
51056,1+,2,s0129909 58 cp1e cp1a routestatus destinationipaddr bnroutacts0 03 tcpip cri
51057,1+,2,s0129909 58 cp1f cp1a routestatus destinationipaddr bnroutacts0 03 tcpip cri
51058,1+,2,cp1a s0129909 58 routestatus bnroutacts0 destinationipaddr 03 tcpip cri system
51059,1+,2,cp3a 125 s0048551 57 59 routestatus destinationipaddr bnroutacts0 03 tcpip
51060,1+,2,125 s0048551 cp3a cp3c 57 59 routestatus bnroutacts0 destinationipaddr 03
51061,1+,2,125 s0048551 cp3a cp3d 57 59 routestatus bnroutacts0 destinationipaddr 03
51062,1+,2,125 s0048551 cp3a cp3b 57 59 routestatus bnroutacts0 destinationipaddr 03
51063,1+,2,125 s0048551 cp3a cp3d 57 59 routestatus bnroutacts0 destinationipaddr 03
51064,1+,2,125 routestatus destinationipaddr system active s0048551 cp3a cp3d 21 cp3c
51065,1+,2,cp3a 125 s0048551 57 59 routestatus destinationipaddr bnroutacts0 03 tcpip
51066,1+,2,125 s0048551 cp3a cp3b 57 59 routestatus bnroutacts0 destinationipaddr 03
51067,1+,2,125 s0048551 cp3a cp3c 57 59 routestatus bnroutacts0 destinationipaddr 03
51068,1+,7,df3 tr883211 tp883211 vmve a5 reform prddedpr dataset cp2b ios080i
51069,10+,4,bac2c5 cf geo061w working cpkca stc07526 cpkc aaab5 0000000 ibm
51070,10+,4,geo171w controlling stc07526 cpkca cpkc cpkd 59 14 not 04
51071,10+,4,geo061w cf working bac2c1 aaab5 s0195831 ibm 0000000 002964 cp1aa
51072,10+,4,controlling geo171w s0195831 cp1aa cpkb 58 14 cp1a not 04
51073,1+,6,is stc07670 cpka hyperswap geo551i cpkaa 56 59 mirroring ok
51074,10+,4,some links geo114w stc07670 cpka cpkaa 58 56 not 04
51075,1+,5,j0060240 dedpqa31 cp3d 59 sets ief099i waiting job data 04
51076,1+,4,cpka reason bac2c1 13300006 named aaab5 flag lost ixc518i using
51077,1+,4,reason cp1f bac2c1 13300006 named lost using flag ixc518i aaab5
51078,1+,4,reason cp1e bac2c1 13300006 named aaab5 ixc518i using lost flag
51079,10+,4,cpkc reason bac2c5 13300006 named aaab5 ixc518i lost flag using
51080,1+,4,reason cp1d 13300006 bac2c1 named using flag aaab5 lost ixc518i
51081,1+,4,reason cp1c bac2c1 13300006 named ixc518i using flag lost aaab5
51082,1+,4,reason cp1b bac2c1 13300006 named using lost aaab5 ixc518i flag
51083,1+,4,reason cp3b 13300006 aaab5 using flag lost ixc518i connectivity cpcid
51084,1+,4,reason cp3c bac2c5 13300006 named using aaab5 flag lost ixc518i
51085,1+,4,reason cp1a bac2c1 13300006 named using ixc518i flag lost aaab5
51086,1+,4,reason cp3a bac2c5 13300006 named ixc518i lost aaab5 using flag
51087,1+,4,cpka reason bac1c1 13300005 aaaa5 named using flag lost ixc518i
51088,1+,4,reason cp1f bac1c1 13300005 aaaa5 named ixc518i flag using lost
51089,10+,4,cpkc reason bac1c5 13300005 aaaa5 named using ixc518i lost flag
51090,1+,4,reason bac1c1 cp1e 13300005 aaaa5 named using flag lost ixc518i
51091,10+,4,reason cp3d bac1c5 13300005 aaaa5 named flag using ixc518i lost
51092,10+,4,reason fd5459 dd bac1c1 cp1d tapelibprodhsh 13300005 aaaa5 volume named
51093,1+,4,reason cp3c bac1c5 13300005 aaaa5 named flag lost using ixc518i
51094,1+,4,reason cp1c bac1c1 13300005 aaaa5 named using lost ixc518i flag
51095,10+,4,reason cp3b bac1c5 13300005 aaaa5 named lost flag ixc518i using
51096,10+,4,reason cp1b thursday december bac1c1 13300005 aaaa5 named ixc518i lost
51097,1+,4,reason cp3a bac1c5 13300005 aaaa5 named ixc518i using flag lost
51098,1+,4,reason bac1c1 cp1a 13300005 aaaa5 named ixc518i using lost flag
51099,1+,6,is stc07670 cpka hyperswap geo551i cpkaa 59 mirroring ok disabled
51100,10+,4,some geo114w links stc07670 cpka cpkaa 59 17 not active
51101,10+,4,geo171w controlling cpkca stc07526 cpkc cpkd 59 14 not system
51102,10+,4,bac2c5 geo061w cf working cpkca stc07526 cpkc aaab5 0000000 002964
51103,10+,4,cf geo061w working bac2c1 aaab5 s0195831 0000000 ibm 002964 cp1aa
51104,10+,4,geo171w controlling s0195831 cp1aa cpkb 58 14 cp1a not system
51105,1+,7,ec2 vpp3ec2 zapiss0a sys1 vtoc dataset ios080i interval exceeded an
51106,1+,3,j0090863 tssafe 24 cp1e 07 segment max datasets has bancs
51107,1+,3,j0090863 tslmvu 24 cp1e 07 max segment datasets has bancs
51108,1+,3,j0090863 tsspyo 24 cp1e 07 segment max datasets has bancs
51109,1+,1,j0090863 74 126 05 57 tsgect cp1e part inuse partition
51110,1+,1,j0090863 71 252 05 59 tsgect cp1e part inuse partition
51111,1+,1,j0090863 71 05 87 56 tsgect cp1e part inuse partition
51112,1+,1,j0090863 251 05 80 59 tsgect cp1e part inuse partition
51113,1+,1,j0090863 76 159 05 57 tsgect cp1e part inuse partition
51114,1+,1,j0090863 79 05 98 56 tsgect cp1e part inuse partition
51115,1+,3,j0090993 cgen245p 24 eiss cp1f max datasets segment has 04
51116,1+,3,j0090993 cgen246p eiss cp1f segment max datasets has 04 05
51117,1+,3,j0090993 cgen050p eiss cp1f segment datasets max has 04 05
51118,1+,3,j0090993 cgen263p 22 cp1f eiss datasets segment max has 04
51119,10+,4,cp1ba cf geo061w working bac2c1 aaab5 s0195832 ibm 0000000 002964
51120,10+,4,s0050593 cp3ca bac2c5 working geo061w cf aaab5 002964 ibm 0000000
51121,10+,4,s0050593 cp3ca geo171w controlling cpkd cp3c 29 55 06 not
51122,10+,4,controlling geo171w s0195832 cp1ba cpkb 52 cp1b 59 06 not
51123,1+,6,is stc07670 cpka geo551i hyperswap cpkaa 50 57 06 mirroring
51124,10+,4,bkdc64a1 s0044181 lasted mins bztjobmons0 jobname cp2a cp2c 09 24
51125,1+,6,is geo551i hyperswap stc07313 cpkb cpkba 59 44 07 ok
51126,10+,4,some links geo114w stc07670 cpka cpkaa 27 58 07 not
51127,1+,2,125 s0048551 cp3a cp3c 54 15 07 bnroutacts0 routestatus destinationipaddr
51128,10+,4,completed controlling geo171w s0195834 cp1fa cpkb been 51 58 cp1f
51129,10+,4,cp3da s0050594 geo171w controlling cpkd cp3d 50 44 07 not
51130,10+,4,ffaf 92 operational cuid ixl158i path now aaab5 cpcid ibm
51131,10+,4,ffc9 92 cuid operational ixl158i path now aaab5 cpcid 0000000
51132,10+,4,ffca cuid ixl158i path operational now 00 aaab5 cpcid ibm
51133,10+,4,ffb0 cuid path ixl158i operational now aaab5 cpcid ibm 0000000
51134,10+,4,ffef bb ixl158i path cuid operational now aaaa5 cpcid 0000000
51135,10+,4,fff0 cuid ixl158i path operational now aaaa5 cpcid 0000000 002964
51136,10+,4,geo061w working cf bac2c1 aaab5 stc07670 cpka ibm 0000000 002964
51137,10+,4,bac2c5 geo061w working cf cp3da s0050594 aaab5 002964 ibm 0000000
51138,1+,6,is geo551i hyperswap stc07313 cpkb cpkba 59 08 44 ok
51139,1+,7,s0044205 extents parmlib bsoextpdss0 exts sys0 mlib set cp2c cp2d
51140,1+,6,is geo551i hyperswap stc07313 cpkb cpkba 09 59 44 ok
51141,10+,4,some links geo114w stc07670 cpka cpkaa 27 58 09 not
51142,1+,5,j0097141 ixoutbkx 52 09 cp1c ief099i sets waiting job data
51143,1+,6,is hyperswap geo551i stc07313 cpkb cpkba 59 44 10 ok
51144,1+,6,is geo551i hyperswap stc07313 cpkb cpkba 59 44 ok mirroring
51145,10+,4,some geo114w links stc07670 cpka cpkaa 27 58 not active
51146,1+,5,j0104749 selactb 26 34 cp1e ief099i waiting sets job data
51147,1+,6,is geo551i hyperswap stc07313 cpkb cpkba 59 44 mirroring ok
51148,1+,6,is geo551i hyperswap stc07313 cpkb cpkba 59 13 44 mirroring
51149,10+,4,some geo114w links stc07670 cpka cpkaa 27 58 13 not
51150,1+,6,is geo551i hyperswap stc07313 cpkb cpkba 59 44 14 ok
51151,1+,6,is hyperswap geo551i stc07313 cpkb cpkba 59 15 44 ok
51152,10+,4,some geo114w links stc07670 cpka cpkaa 27 58 15 not
51153,1+,6,is hyperswap geo551i stc07313 cpkb cpkba 16 59 44 mirroring
51154,1+,5,j0125260 smsrptp1 26 38 16 cp1a waiting ief099i sets job
51155,1+,6,is hyperswap geo551i stc07313 cpkb cpkba 59 17 44 ok
51156,10+,4,some geo114w links stc07670 cpka cpkaa 27 58 17 not
51157,1+,6,is hyperswap geo551i stc07313 cpkb cpkba 18 59 44 ok
51158,1+,6,is geo551i hyperswap stc07313 cpkb cpkba 59 19 44 ok
51159,1+,6,stc07313 cpkb cpkba 59 19 44 freeze geo101e ok mirroring
51160,1+,6,s0195831 cp1aa 58 16 19 cp1a geo101e freeze ok mirroring
51161,1+,6,s0195832 cp1ba cp1b 58 19 freeze geo101e ok mirroring disabled
51162,1+,6,s0195833 cp1da 57 45 19 cp1d freeze geo101e mirroring ok
51163,1+,6,s0195835 cp1ea 57 30 19 cp1e geo101e freeze ok mirroring
51164,1+,6,s0195836 cp1ca 57 15 19 cp1c geo101e freeze mirroring ok
51165,1+,6,s0195834 cp1fa 57 19 cp1f geo101e freeze ok mirroring disabled
51166,1+,6,stc07670 cpka cpkaa 57 19 55 geo101e freeze ok mirroring
51167,1+,6,stc07313 cpkb cpkba 54 19 44 geo101e freeze ok mirroring
51168,1+,6,stc07313 53 cpkb cpkba 34 19 freeze geo101e ok mirroring
51169,1+,6,s0195831 cp1aa 53 16 19 cp1a geo101e freeze mirroring ok
51170,1+,6,s0195832 cp1ba 53 cp1b 19 freeze geo101e mirroring ok disabled
51171,1+,6,s0195833 cp1da 52 46 19 cp1d freeze geo101e mirroring ok
51172,1+,6,s0195835 cp1ea 52 30 19 cp1e geo101e freeze ok mirroring
51173,1+,6,s0195836 cp1ca 52 15 19 cp1c geo101e freeze ok mirroring
51174,1+,6,s0195834 cp1fa 52 19 cp1f geo101e freeze mirroring ok disabled
51175,1+,6,stc07670 cpka cpkaa 50 57 19 freeze geo101e ok mirroring
51176,1+,6,stc07313 cpkb cpkba 49 19 44 geo101e freeze ok mirroring
51177,1+,6,s0195831 cp1aa 48 16 19 cp1a geo101e freeze ok mirroring
