,id,summary,risk,category
2334,52895,02.41.39 S0093400  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 12 CHECKPOINTS - CORRELATION NAME = DELSWMSG -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D5623790861B = 87582 -           PLAN N,10+,9
2360,52921,12.28.17 S0093401  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP61APPL.D562C20ED8A1 = 69497 -           PLAN,10+,9
2417,52978,12.58.11 S0093013  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF006302 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP31APPL.D5640C294033 = 32951 -           PLAN NA,10+,9
2442,53003,23.01.22 S0093013  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EI604401 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP31APPL.D56494EA90CB = 127779 -           PLAN N,10+,9
2443,53004,23.01.22 S0093013  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EI604401 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP31APPL.D56494EA90CB = 127779 -           PLAN N,10+,9
2473,53034,12.41.54 S0093536  DSNR035I  -DP41 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP41APPL.D56548986150 = 56278 -           PLAN,10+,9
2605,53166,01.28.06 S0093537  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS160003 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP81APPL.D56878D5CCBF = 142262 -           PLAN,10+,9
2816,53377,01.52.48 S0093400  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 12 CHECKPOINTS - CORRELATION NAME = DELMWH01 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D56AF8D37D00 = 171146 -           PLAN,10+,9
2820,53381,02.51.24 S0093400  DSNR035I  -DPW1 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 12 CHECKPOINTS - CORRELATION NAME = DELSWMSG -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DPW1APPL.D56B0632A2F0 = 172232 -           PLAN,10+,9
2909,53470,23.56.48 S0093011  DSNR035I  -DP71 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = ME980000 -           CONNECTION ID  = DB2CALL -           LUWID = BOCHQP.DP71APPL.D56D6C935022 = 174366 -           PLAN,10+,9
3945,54506,00.48.48 S0093013  DSNR035I  -DP31 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS160006 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP31APPL.D56EBAAE66C6 = 7094 -           PLAN N,10+,9
3977,54538,09.40.28 S0093402  DSNR035I  -DP21 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = TF000602 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP21APPL.D56F315908D2 = 174759 -           PLAN N,10+,9
3979,54540,12.20.12 S0093536  DSNR035I  -DP41 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200028 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP41APPL.D56F54A9F358 = 23340 -           PLAN,10+,9
3994,54555,23.11.44 S0093401  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EI604401 -           CONNECTION ID  = BATCH -           LUWID = BOCHQP.DP61APPL.D56FE7F99BD5 = 2638 -           PLAN NAM,10+,9
3995,54556,00.43.46 S0093402  DSNR035I  -DP21 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = SS160023 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP21APPL.D56FFB0B4039 = 113860 -           PLAN,10+,9
4076,54637,12.24.11 S0093537  DSNR035I  -DP81 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200035 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP81APPL.D57096822B42 = 85431 -           PLAN,10+,9
4098,54659,22.34.29 S0093011  DSNR035I  -DP71 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = EH460002 -           CONNECTION ID  = BATCH -           PLAN NAME = DBCI1600 -           AUTHID = TWSP -           END U,10+,9
195,50756,"13.36.39 CP3B          *IXC585E STRUCTURE DSNDP0Y_GBP0 IN COUPLING * FACILITY BCC2C5, *PHYSICAL STRUCTURE VERSION D53F67B9 37487BD4, *   SPACE USAGE     IN-USE       TOTAL    %     CHANGED    % *    ENTRIES:       160620     14210",10+,5
4137,54698,12.25.43 S0093401  DSNR035I  -DP61 DSNRPBCW WARNING - UNCOMMITTED UR AFTER 3 CHECKPOINTS - CORRELATION NAME = NS200008 -           CONNECTION ID  = UTILITY -           LUWID = BOCHQP.DP61APPL.D571D86FB926 = 77044 -           PLAN,10+,9
229,50790,00.22.48 CP1C S0129908  BCTASKCSKLS0 SEV=CRI ALL Tranid: CSKL (Count < 10),10+,5
230,50791,00.22.27 CP1D S0178021  +DFHDB2025I CIP1GA21                            C 12/02/2018 00:22:27 CIP1GA21 The CICS-DB2 attachment has disconnected from DB2 subsystem DP2C group DP0C,10+,5
231,50792,00.22.27 CP1C S0177167  +DFHDB2025I CIP1GA11                            C 12/02/2018 00:22:27 CIP1GA11 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C,10+,5
283,50844,03.43.38 CP1E S0199520  DNFO1709E 2018-12-01 19:43:36 BOCOU01 DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchcnbj_file\ is - no longer active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session,10+,5
284,50845,03.43.37 CP1D S0199516  DNFO1709E 2018-12-01 19:43:35 BOCOU01 DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchcnbj_generic\ - is no longer active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Sessi,10+,5
286,50847,"05.25.37 CP2B          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C2, *PHYSICAL STRUCTURE VERSION D3C53696 F18B86E4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE       T",10+,5
298,50859,12.55.37 CP1D S0199516  DNFO1033E 2018-12-02 04:55:37 BOCOU01 DNF_O_FT 31323031383132389215973 0348794255405664443969726.562  SAG returned error information with - the following parameters: -  Code    : 'Sw.Wfa.SnlServerAppFailure,10+,5
300,50861,13.58.22 CP1E S0129913  BQCARQDEPS0 SEV=CRI MQ1A NamedQueue: QM_DISPLAY CURRENT DEPTH: 10145 (CurrentDepth >= 5000),10+,5
301,50862,13.53.24 CP1E S0129913  BQCARQDEPS0 SEV=WAR MQ1A NamedQueue: QM_DISPLAY CURRENT DEPTH: 4041 (CurrentDepth >= 2000),10+,5
319,50880,"01.53.47 CP2C           IOS080I 15BA,7A,TP863503, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.REFORM.INVE.TR863503",10+,5
341,50902,07.33.33 CP1E S0129913  BQBANCBGLS0 SEV=WAR QP11 NamedQueue: BANCS.BGLHASHB.QUEUE CURRENT DEPTH:37234 (CurrentDepth >= 20000)         请关注BGL队列深度变化，加强监控,10+,5
360,50921,"00.48.41 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP16K1, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D553116C7962000000 00:40:21 DEC  4, 2018",10+,5
364,50925,"01.30.20 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP32, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D5531B003F6F000000 01:23:12 DEC  4, 2018",10+,5
412,50973,"01.52.42 CP2B          *IXC585E STRUCTURE LOGRECSTRUCTURE IN COUPLING * FACILITY BCC2C2, *PHYSICAL STRUCTURE VERSION D3C53696 F18B86E4, *IS AT OR ABOVE STRUCTURE FULL MONITORING THRESHOLD OF 80%: *   SPACE USAGE     IN-USE       T",10+,5
427,50988,"03.23.54 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP30, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D55476C93688000000 03:19:09 DEC  5, 2018",10+,5
428,50989,"03.06.01 CP1B J0001953  +QDEPTH ALARM:QUEUE(QR.XMITQ1.QPS2.TO.QM93) DEPTH EXCEEDS,NOW 1019734",10+,5
430,50991,03.05.12 CP1E S0129913  BQREPXDEPS0 SEV=WAR QPS2 NamedQueue: QR.XMITQ1.QPS2.TO.QM93 CURRENT DEPTH: 1077959 (CurrentDepth >= 1000000),10+,5
467,51028,"00.40.03 CP2D S0065864 *IOS003A 24AB,INTERVENTION REQUIRED",10+,5
468,51029,"00.40.02 CP2D S0065864 *IOS003A 24AA,INTERVENTION REQUIRED",10+,5
469,51030,"00.40.01 CP2D S0065864 *IOS003A 1E13,INTERVENTION REQUIRED",10+,5
470,51031,"*00.40.01 CP2D S0065864 *IOS003A 1E14,INTERVENTION REQUIRED",10+,5
471,51032,"*00.40.02 CP2D S0065864 *IOS003A 24AA,INTERVENTION REQUIRED",10+,5
473,51034,"00.20.47 CP1C S0126467  DSNB356I  -DP11 DSNB5SCO FOR GROUP BUFFER POOL GBP32K1, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D5558EF09A06000000 00:12:33 DEC  6, 2018",10+,5
476,51037,02.51.55 CP1E S0129913  BQREPXDEPS0 SEV=WAR QPS2 NamedQueue: QR.XMITQ1.QPS2.TO.QM93 CURRENT DEPTH: 1023564 (CurrentDepth >= 1000000),10+,5
478,51039,03.59.14 CPKC STC07526  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKD ) (CPKCA),10+,5
508,51069,04.59.14 CPKC STC07526  GEO061W CF BAC2C5 002964.IBM.84.0000000AAAB5 NOT WORKING (CPKCA),10+,5
509,51070,04.59.14 CPKC STC07526  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKD ) (CPKCA),10+,5
510,51071,04.58.16 CP1A S0195831  GEO061W CF BAC2C1 002964.IBM.84.0000000AAAB5 NOT WORKING (CP1AA),10+,5
511,51072,04.58.14 CP1A S0195831  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKB ) (CP1AA),10+,5
513,51074,04.56.58 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),10+,5
528,51089,04.05.25 CPKC           IXC518I SYSTEM CPKC NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 05      CPCID: 00 -         NAMED BAC1C5 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005.,10+,5
535,51096,"04.04.57 CP1B           IXC518I SYSTEM CP1B NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 01      CPCID: 00 -         NAMED BAC1C1 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005. -  THURSDAY, DECEMBER 6, 2018",10+,5
536,51097,04.04.49 CP3A           IXC518I SYSTEM CP3A NOT USING COUPLING FACILITY 002964.IBM.84.0000000AAAA5 PARTITION: 05      CPCID: 00 -         NAMED BAC1C5 -        REASON: CONNECTIVITY LOST. -        REASON FLAG: 13300005.,10+,5
539,51100,05.59.17 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),10+,5
540,51101,05.59.14 CPKC STC07526  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKD ) (CPKCA),10+,5
541,51102,05.59.14 CPKC STC07526  GEO061W CF BAC2C5 002964.IBM.84.0000000AAAB5 NOT WORKING (CPKCA),10+,5
542,51103,05.58.16 CP1A S0195831  GEO061W CF BAC2C1 002964.IBM.84.0000000AAAB5 NOT WORKING (CP1AA),10+,5
543,51104,05.58.14 CP1A S0195831  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKB ) (CP1AA),10+,5
544,51105,"05.25.30 CP1C           IOS080I 3EC2,0C,ZAPISS0A, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=SYS1.VTOC.VPP3EC2",10+,5
558,51119,06.58.00 CP1B S0195832  GEO061W CF BAC2C1 002964.IBM.84.0000000AAAB5 NOT WORKING (CP1BA) 04:50:41 (CP1BA),10+,5
906,51467,00.49.20 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1A System:CP2A Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
907,51468,00.49.20 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1A System:CP2B Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
908,51469,00.48.52 CP3A S0048551  BNEEPUACTS0 SEV=CRI TCPIP PUName:EECP3C1A System:CP3A Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
911,51472,00.48.20 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1A System:CP2A Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
912,51473,00.48.20 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1A System:CP2B Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
913,51474,00.47.21 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1A System:CP2A Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
915,51476,00.47.21 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1A System:CP2B Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
917,51478,00.47.53 CP3A S0048551  BNEEPUACTS0 SEV=CRI TCPIP PUName:EECP3C1A System:CP3A Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
927,51488,00.46.21 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1A System:CP2A Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
928,51489,00.46.21 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1A System:CP2B Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
930,51491,00.45.22 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1A System:CP2A Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
935,51496,00.44.22 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1A System:CP2B Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
936,51497,00.44.22 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1A System:CP2A Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
946,51507,00.43.23 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1A System:CP2A Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting),10+,4
948,51509,00.42.24 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2AC1A System:CP2A Remote IP:11.3.2.1         (State <> ACTIVE),10+,4
559,51120,06.55.30 CP3C S0050593  GEO061W CF BAC2C5 002964.IBM.84.0000000AAAB5 NOT WORKING (CP3CA),10+,5
560,51121,06.55.29 CP3C S0050593  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKD ) (CP3CA),10+,5
561,51122,06.52.59 CP1B S0195832  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKB ) (CP1BA),10+,5
563,51124,06.09.24 CP2A S0044181  BZTJOBMONS0 SEV=WAR CP2C Jobname: BKDC64A1 I/O=0 HAS LASTED 20 MINS.,10+,5
565,51126,07.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),10+,5
567,51128,07.51.58 CP1F S0195834  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKB ) (CP1FA) HAS BEEN COMPLETED,10+,5
568,51129,07.50.44 CP3D S0050594  GEO171W CONTROLLING SYSTEM(S) NOT FOUND ( CPKD ) (CP3DA),10+,5
569,51130,07.41.35 CP3C          *IXL158I PATH 92 IS NOW NOT-OPERATIONAL TO CUID: * FFAF *                  COUPLING FACILITY 002964.IBM.84.0000000AAAB5 *                                    PARTITION: 05  CPCID: 00,10+,5
570,51131,07.41.35 CP3D          *IXL158I PATH 92 IS NOW NOT-OPERATIONAL TO CUID: * FFC9 *                  COUPLING FACILITY 002964.IBM.84.0000000AAAB5 *                                    PARTITION: 05  CPCID: 00,10+,5
571,51132,07.41.37 CP1D          *IXL158I PATH 1D IS NOW NOT-OPERATIONAL TO CUID: * FFCA *                  COUPLING FACILITY 002964.IBM.84.0000000AAAB5 00 *                                    PARTITION: 01  CPCID: 00,10+,5
572,51133,07.41.37 CP1C          *IXL158I PATH 1D IS NOW NOT-OPERATIONAL TO CUID: * FFB0 *                  COUPLING FACILITY 002964.IBM.84.0000000AAAB5 *                                    PARTITION: 01  CPCID: 00,10+,5
573,51134,07.41.26 CP3D          *IXL158I PATH BB IS NOW NOT-OPERATIONAL TO CUID: * FFEF *                  COUPLING FACILITY 002964.IBM.84.0000000AAAA5 *                                    PARTITION: 05  CPCID: 00,10+,5
574,51135,07.41.28 CP1D          *IXL158I PATH 1A IS NOW NOT-OPERATIONAL TO CUID: * FFF0 *                  COUPLING FACILITY 002964.IBM.84.0000000AAAA5 *                                    PARTITION: 01  CPCID: 00,10+,5
575,51136,07.40.57 CPKA STC07670  GEO061W CF BAC2C1 002964.IBM.84.0000000AAAB5 NOT WORKING (CPKAA),10+,5
576,51137,07.40.45 CP3D S0050594  GEO061W CF BAC2C5 002964.IBM.84.0000000AAAB5 NOT WORKING (CP3DA),10+,5
580,51141,09.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),10+,5
584,51145,11.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),10+,5
588,51149,13.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),10+,5
591,51152,15.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),10+,5
595,51156,17.58.27 CPKA STC07670  GEO114W SOME LINKS NOT ACTIVE (CPKAA),10+,5
785,51346,22.33.50 CP1F S0129637 *DSNB325A  -DP81 DSNB1CNE THERE IS A CRITICAL * SHORTAGE *OF SPACE IN GROUP BUFFER POOL GBP21,10+,5
788,51349,00.16.18 CP3D S0189611  DNFO1709E 2018-12-06 16:16:18 BOCOUB DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchitmm_rma\ is no longer - active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session ID,10+,5
792,51353,00.08.37 CP1E S0199520  DNFO1709E 2018-12-06 16:08:37 BOCOU01 DNF_O_FT MSIF transfer service determined that the session for SnF queue \bkchcnbj_file\ is - no longer active: -  State or reason  : \Sw.SnF.SessionClosed\ -  Session,10+,5
795,51356,01.34.06 CP3C S0048685  BZCICSJOBS0 SEV=WAR ALL Jobname: SMFMRGCI (CondCode <> 0) OR (Abend Code <> ''),10+,5
800,51361,"02.46.26 CP1C S0177136  DSNB356I  -DP1C DSNB5SCO FOR GROUP BUFFER POOL GBP2, THE CONDITION THAT CAUSED THE PREVIOUS DSNB355I MESSAGE DOES NOT - CURRENTLY EXIST. - PREVIOUS PAGE LEVEL   = 00D556F14CCB32000000 02:37:55 DEC  7, 2018",10+,5
804,51365,02.33.32 CP1C S0129908  BZCICSJOBS0 SEV=WAR ALL Jobname: P1CICS (CondCode <> 0) OR (Abend Code <> ''),10+,5
843,51404,"01.22.19 CP2D           IOS080I 47B1,9A,TMGL5100, I/O TIMEOUT INTERVAL HAS BEEN EXCEEDED FOR AN ACTIVE REQUEST. DATASET NAME=PRDDEDPR.SPLIT.GLXX.TPGL0027.PR5100.T00",10+,5
875,51436,11.28.24 CP3D S0059824 *DSNB319A  -DP2Y DSNB1CNE THERE IS A SHORTAGE OF * SPACE *IN GROUP BUFFER POOL GBP0,10+,5
878,51439,19.44.14 CP3D S0189611  DNFF4095I 2018-12-08 11:44:14 BOCOUA DNF_FSM LT 'BKCHAU2SA': RP user synchronization will start in '120' seconds.,10+,5
879,51440,19.44.12 CP3D S0189611  DNFF4068I 2018-12-08 11:44:12 BOCOUA DNF_FSM LT 'BKCHAU2SA': 'Life Signal' timeout detected by 'FSM SLS'.,10+,5
880,51441,"19.44.12 CP3C S0189605  DNFF4079I 2018-12-08 11:44:12 BOCOUA DNF_FSM LT 'BKCHAU2SA': ABORT requested by AL server, ABORT code 'US007', ABORT diagnostic code - 'Life signal timeout'.",10+,5
881,51442,"19.44.12 CP3D S0189611  DNFF4141I 2018-12-08 11:44:12 BOCOUA DNF_FSM LT 'BKCHAU2SA': user or SFD-internal ABORT request accepted, ABORT code 'US007', ABORT - diagnostic code 'Life signal timeout'.",10+,5
882,51443,"19.41.28 CP3D S0189611  DNFF4141I 2018-12-08 11:41:28 BOCOUA DNF_FSM LT 'BKCHAU2AA': user or SFD-internal ABORT request accepted, ABORT code 'US007', ABORT - diagnostic code 'Life signal timeout'.",10+,5
883,51444,19.41.29 CP3D S0189611  DNFF4095I 2018-12-08 11:41:29 BOCOUA DNF_FSM LT 'BKCHAU2AA': RP user synchronization will start in '120' seconds.,10+,5
884,51445,"19.41.28 CP3C S0189605  DNFF4079I 2018-12-08 11:41:28 BOCOUA DNF_FSM LT 'BKCHAU2AA': ABORT requested by AL server, ABORT code 'US007', ABORT diagnostic code - 'Life signal timeout'.",10+,5
901,51462,"00.58.00 CP1B S0195832  GEO551I HYPERSWAP DISABLED BY USER IBMSE11 AT 20181209 00:30:27, HyperSwap is disabled (CP1BA)",10+,5
902,51463,带库相关问题，请通知系统管理一和生产运行值班人员 00.55.13 CP1A S0092303 *3027 IEF238D SA390IPL - REPLY DEVICE NAME OR * 'CANCEL'.,10+,5
903,51464,带库相关问题，请通知系统管理一和生产运行值班人员 00.55.13 CP1A S0092303 *3027 IEF238D SA390IPL - REPLY DEVICE NAME OR |  'CANCEL'.,10+,5
904,51465,00.55.02 CP1A S0092187  BZMVBBPASS0 SEV=WAR CP1F Jobname: BBSGPR (Status <> ACTIVE),10+,5
929,51490,00.45.22 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1A System:CP2B Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting) 00:44:25 IST924I ------------------------------------------------------------- IST2192I STARTE,10+,5
945,51506,00.43.23 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1A System:CP2B Remote IP:11.3.2.1         (State <> ACTIVE) (Persisting) 00:42:27 IST924I ------------------------------------------------------------- IST2192I STARTE,10+,5
947,51508,00.42.24 CP2B S0007540  BNEEPUACTS0 SEV=CRI TCPIP PUName:EEC2BC1A System:CP2B Remote IP:11.3.2.1         (State <> ACTIVE) BOCHQP.SSCPCP1A IST1495I NO ALTERNATE ROUTE AVAILABLE IST314I END,10+,5
949,51510,"00.42.13 CP1F S0092089  ASN0574E  ""Q Capture"" : ""QRPHY1"" : ""WorkerThread"" : The WebSphere MQ queue manager ""QPY1"" is not available or it was not started. - The program will terminate.",10+,5
961,51522,00.19.43 CP1C S0129908  BZASLDPSVS0 SEV=CRI CP1D Jobname: LDPSRV (Status <> ACTIVE),10+,5
962,51523,00.19.43 CP1C S0129908  BZASLDPSVS0 SEV=CRI CP1E Jobname: LDPSRV (Status <> ACTIVE),10+,5
993,51554,01.58.06 CP1E S0130116  +DFHDB2025I CIP1KA31 The CICS-DB2 attachment has disconnected from DB2 subsystem DP31 been closed.,10+,5
994,51555,01.57.55 CP1C S0092559  BCTASKCSKLS0 SEV=CRI ALL Tranid: CSKL (Count < 10),10+,5
995,51556,"01.58.00 CP1B S0195832  GEO551I HYPERSWAP DISABLED BY USER IBMSE11 AT 20181209 00:30:27, HyperSwap is disabled (CP1BA)",10+,5
996,51557,"01.57.47 CP1E S0130257  +DFHDB2025I CIP1FA31                            C 12/09/2018 01:57:47 CIP1FA31 The CICS-DB2 attachment has disconnected from DB2 subsystem DP3C group DP0C -  CKAM, TERMID ????, USERID CIRUFA  , TASKNO 000057",10+,5
997,51558,01.57.48 CP1E S0130258  +DFHDB2025I CIP1FA32                            C 12/09/2018 01:57:48 CIP1FA32 The CICS-DB2 attachment has disconnected from DB2 subsystem DP3C group DP0C,10+,5
998,51559,01.57.05 CP1E S0130268  +DFHDB2025I CIP1FT31                            C 12/09/2018 01:57:05 CIP1FT31 The CICS-DB2 attachment has disconnected from DB2 subsystem DP3C group DP0C,10+,5
1018,51579,带库相关问题，请通知系统管理一和生产运行值班人员 01.47.50 CP1C S0092689 *3060 IEF238D SA390IPL - REPLY DEVICE NAME OR * 'CANCEL'.,10+,5
1024,51585,"01.46.05 CP1C S0092559  BCCONNECTS0 SEV=CRI CIP1KT11 CID: RH11 NET: LSCS00H0 STAT: RELEASED CIP1KT13 End of Alarm Condition       ,CICS连接中断",10+,5
1025,51586,"01.45.06 CP1C S0092559  BCCONNECTS0 SEV=CRI CIP1AT11 CID: B111 NET: CIP1KT13 STAT: RELEASED        ,CICS连接中断",10+,5
1030,51591,01.44.02 CP1C S0092559  BCTASKCSKLS0 SEV=CRI ALL Tranid: CSKL (Count < 10),10+,5
1173,51734,01.31.31 CP1E S0129913  BQBSTOPICS0 SEV=CRI ALL Topic String: BANCS/SYSMODE (Topic StringCnt < 4),10+,5
1174,51735,01.31.32 CP1E S0129913  BQBDTOPICS0 SEV=CRI ALL Subs Name: BANCS/DNF Subs Cnt: 6 (Subs NAMECnt < 8),10+,5
1175,51736,01.31.34 CP1E S0129913  BQBGTOPICS0 SEV=CRI ALL SubscriptionName: BANCS.GLMS.SYSMODE.SUB (Subs NAMECnt < 4),10+,5
1190,51751,01.29.38 CP1C S0130129  +DFHDB2025I CIP1KA16 The CICS-DB2 attachment has disconnected from DB2 subsystem DP51,10+,5
1191,51752,01.28.58 CP1C S0130261  +DFHDB2025I CIP1FA11                            C 12/09/2018 01:28:58 CIP1FA11 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C connections to be closed. Number of active connections = 112.,10+,5
1192,51753,01.28.58 CP1C S0130262  +DFHDB2025I CIP1FA12                            C 12/09/2018 01:28:58 CIP1FA12 The CICS-DB2 attachment has disconnected from DB2 subsystem DP1C group DP0C,10+,5
